OpportunityId,PricebookEntryId,Quantity,TotalPrice
Opportunity for Lane70,50,1202,48080
Opportunity for Holland322,100,1036,93240
Opportunity for Moody626,550,1001,500500
Opportunity for Taylor423,550,1592,796000
Opportunity for Pittman263,40,1324,46340
Opportunity for Lawson1239,60,1598,79900
Opportunity for Burns457,100,1873,168570
Opportunity for Young1227,450,1036,233100
Opportunity for Delgado355,50,799,31960
Opportunity for Cobb427,550,307,153500
Opportunity for Padilla1409,550,153,76500
Opportunity for Bush283,500,1708,854000
Opportunity for Adkins1052,550,53,26500
Opportunity for Martin324,1000,1107,940950
Opportunity for Hall1835,600,1400,560000
Opportunity for Padilla229,50,1611,64440
Opportunity for Bridges1649,650,341,170500
Opportunity for White1920,600,1589,635600
Opportunity for Patton185,100,1934,174060
Opportunity for Caldwell280,800,1000,600000
Opportunity for Harrington610,1600,1061,1485400
Opportunity for Roberts1323,2000,135,216000
Opportunity for Adams1335,650,142,71000
Opportunity for Brown672,1200,1518,1669800
Opportunity for Peters242,1600,1461,2045400
Opportunity for Ramsey1673,100,1632,146880
Opportunity for McKenzie1042,60,844,42200
Opportunity for Williams149,1000,769,653650
Opportunity for Herrera430,450,1863,419175
Opportunity for Christensen1429,100,649,58410
Opportunity for Perkins1062,600,1663,665200
Opportunity for Glover1332,1400,804,1005000
Opportunity for McCoy609,2000,1098,1756800
Opportunity for Vega823,100,1430,128700
Opportunity for Bowen1457,450,891,200475
Opportunity for Cooper60,1400,1135,1418750
Opportunity for Coleman975,500,1502,751000
Opportunity for Cohen96,50,128,5120
Opportunity for Guzman1265,100,617,55530
Opportunity for Ingram699,1000,888,754800
Opportunity for Pope122,60,636,31800
Opportunity for Webb1586,1400,1959,2448750
Opportunity for Day327,1000,140,119000
Opportunity for Peters194,1600,50,70000
Opportunity for Sullivan197,550,1633,816500
Opportunity for Spencer1223,50,812,32480
Opportunity for Baker1969,50,1887,75480
Opportunity for Ross778,150,1817,218040
Opportunity for Warner1482,50,661,26440
Opportunity for Jacobs1222,1400,1437,1796250
Opportunity for Norman1354,1200,512,563200
Opportunity for Fleming1058,1600,445,623000
Opportunity for Lambert1023,150,874,104880
Opportunity for Smith1744,800,854,512400
Opportunity for Ramsey26,150,446,53520
Opportunity for Barrett259,1600,1016,1422400
Opportunity for Burns308,50,1024,40960
Opportunity for Norton1987,60,1413,70650
Opportunity for Johnston49,50,946,37840
Opportunity for McDonald1503,1400,1825,2281250
Opportunity for Clarke523,1400,1112,1390000
Opportunity for Reynolds1553,450,805,181125
Opportunity for Freeman746,2000,882,1411200
Opportunity for Ramsey1069,1000,1215,1032750
Opportunity for Stone749,50,1514,60560
Opportunity for Blair183,1200,1538,1691800
Opportunity for Abbott992,50,812,32480
Opportunity for Maldonado516,550,895,447500
Opportunity for Garrett573,450,1750,393750
Opportunity for Baker891,450,308,69300
Opportunity for Walker1342,2000,716,1145600
Opportunity for Dennis956,800,1597,958200
Opportunity for Todd162,650,667,333500
Opportunity for Santos1154,550,1778,889000
Opportunity for Pierce1329,50,47,1880
Opportunity for Barker1887,650,1652,826000
Opportunity for Klein1200,300,983,196600
Opportunity for Gill1044,800,1918,1150800
Opportunity for Padilla229,1000,342,290700
Opportunity for Russell222,300,1938,387600
Opportunity for Peterson119,150,1628,195360
Opportunity for Rios937,1000,574,487900
Opportunity for Black1710,550,1477,738500
Opportunity for Cole1302,150,1367,164040
Opportunity for Watson580,1600,1202,1682800
Opportunity for Hoffman1430,60,406,20300
Opportunity for Martinez986,450,1914,430650
Opportunity for Hill1448,1400,1044,1305000
Opportunity for Gray19,60,163,8150
Opportunity for Alvarado1428,60,563,28150
Opportunity for Phillips16,550,1378,689000
Opportunity for Baker1261,100,462,41580
Opportunity for Bryant952,550,698,349000
Opportunity for Bowen253,1600,884,1237600
Opportunity for McKenzie695,550,1027,513500
Opportunity for Rice1981,550,1952,976000
Opportunity for Bennett62,1000,94,79900
Opportunity for Phelps1626,550,1499,749500
Opportunity for Clarke597,1200,1056,1161600
Opportunity for McCormick12,1400,1531,1913750
Opportunity for Guzman794,300,1526,305200
Opportunity for Collins1770,500,1375,687500
Opportunity for Parsons1298,450,362,81450
Opportunity for Warren1050,650,1058,529000
Opportunity for Christensen684,50,774,30960
Opportunity for Cooper1752,500,930,465000
Opportunity for Paul763,2000,1593,2548800
Opportunity for Hart1416,50,820,32800
Opportunity for Collier276,450,1289,290025
Opportunity for Foster674,550,311,155500
Opportunity for Ball1294,50,695,27800
Opportunity for Ryan1277,800,1521,912600
Opportunity for Davidson726,50,591,23640
Opportunity for Frazier1010,450,1632,367200
Opportunity for Alvarado1597,800,1884,1130400
Opportunity for Pierce737,1000,81,68850
Opportunity for Burns895,150,1517,182040
Opportunity for Flowers1192,150,467,56040
Opportunity for McKenzie1652,450,1535,345375
Opportunity for White1245,1400,1561,1951250
Opportunity for Wolfe807,2000,1999,3198400
Opportunity for Bryant1748,1600,1778,2489200
Opportunity for Bowen646,60,52,2600
Opportunity for Leonard584,450,1416,318600
Opportunity for Edwards1049,150,421,50520
Opportunity for Pope122,50,665,26600
Opportunity for Palmer789,550,892,446000
Opportunity for Webb56,600,758,303200
Opportunity for Smith8,1600,1382,1934800
Opportunity for Byrd1219,1600,1851,2591400
Opportunity for Flores730,60,1944,97200
Opportunity for Becker94,600,889,355600
Opportunity for Hines219,60,791,39550
Opportunity for Norton1479,50,703,28120
Opportunity for Sanders1761,1600,676,946400
Opportunity for Blake587,100,1084,97560
Opportunity for Barnett1692,1400,1133,1416250
Opportunity for Harris1083,100,1008,90720
Opportunity for Fox834,450,742,166950
Opportunity for Little678,550,547,273500
Opportunity for White1403,500,146,73000
Opportunity for Haynes1814,550,1160,580000
Opportunity for Craig1516,60,1353,67650
Opportunity for Warren1615,1400,1206,1507500
Opportunity for Montgomery660,60,1453,72650
Opportunity for Moody784,300,337,67400
Opportunity for Hunter1091,50,1534,61360
Opportunity for Zimmerman1763,150,215,25800
Opportunity for Moreno1923,60,1947,97350
Opportunity for Fernandez851,450,1316,296100
Opportunity for Chandler1281,1600,164,229600
Opportunity for Norman1589,550,1392,696000
Opportunity for Weber619,1200,1292,1421200
Opportunity for Arnold55,300,1080,216000
Opportunity for Becker94,50,1357,54280
Opportunity for Cruz1306,100,432,38880
Opportunity for Ray724,150,533,63960
Opportunity for Ramirez506,2000,902,1443200
Opportunity for Love368,60,1645,82250
Opportunity for Abbott992,300,43,8600
Opportunity for Mitchell1028,1200,821,903100
Opportunity for Ross718,100,1016,91440
Opportunity for Love1426,550,1568,784000
Opportunity for Maxwell1704,50,1877,75080
Opportunity for Olson1590,1600,118,165200
Opportunity for Jefferson1287,100,1044,93960
Opportunity for Alexander954,450,195,43875
Opportunity for Lewis719,50,807,32280
Opportunity for Johnston1857,450,728,163800
Opportunity for Wade743,800,588,352800
Opportunity for Lucas1989,60,1927,96350
Opportunity for Holt1914,450,557,125325
Opportunity for Hansen520,150,363,43560
Opportunity for Copeland68,1200,1287,1415700
Opportunity for Miller300,1600,1520,2128000
Opportunity for Henderson565,450,1454,327150
Opportunity for Burke383,1200,616,677600
Opportunity for Barber624,150,1071,128520
Opportunity for Sherman1720,800,1113,667800
Opportunity for Long562,2000,156,249600
Opportunity for Herrera603,300,128,25600
Opportunity for Simpson1598,300,1023,204600
Opportunity for Meyer1740,150,1882,225840
Opportunity for Adams87,50,1656,66240
Opportunity for Lloyd1812,2000,1641,2625600
Opportunity for Duncan681,300,318,63600
Opportunity for Freeman268,150,709,85080
Opportunity for Lewis1182,100,1259,113310
Opportunity for Wilkerson900,1600,1234,1727600
Opportunity for Hamilton810,550,198,99000
Opportunity for Blake1819,550,65,32500
Opportunity for Potter1135,550,1062,531000
Opportunity for Ruiz1499,600,20,8000
Opportunity for Fisher44,450,1735,390375
Opportunity for Howell1150,60,391,19550
Opportunity for Tran1669,550,963,481500
Opportunity for Park1288,150,892,107040
Opportunity for Keller1431,150,1742,209040
Opportunity for Pope1093,50,1384,55360
Opportunity for Diaz488,100,1372,123480
Opportunity for Hughes169,550,673,336500
Opportunity for Neal80,1400,58,72500
Opportunity for Cunningham662,60,509,25450
Opportunity for Ryan1382,150,373,44760
Opportunity for Rivera1570,1200,778,855800
Opportunity for Dennis524,150,1336,160320
Opportunity for Hawkins979,300,407,81400
Opportunity for Logan1198,50,1012,40480
Opportunity for Wilkins1370,1400,1934,2417500
Opportunity for Pope1533,450,555,124875
Opportunity for Watkins896,300,1548,309600
Opportunity for Curtis592,40,929,32515
Opportunity for Moreno727,50,1630,65200
Opportunity for Adams87,800,1485,891000
Opportunity for Carpenter1221,150,305,36600
Opportunity for McBride1915,300,729,145800
Opportunity for Andrews739,100,1825,164250
Opportunity for Parsons1107,550,394,197000
Opportunity for Carpenter441,1600,1605,2247000
Opportunity for Floyd1893,100,1270,114300
Opportunity for Hall757,1000,1211,1029350
Opportunity for Potter1135,800,794,476400
Opportunity for Hart1414,150,93,11160
Opportunity for Burton1994,100,754,67860
Opportunity for Murphy234,1400,1979,2473750
Opportunity for Newman1861,50,1045,41800
Opportunity for Baker1304,800,1143,685800
Opportunity for Morales903,100,1666,149940
Opportunity for Soto1030,600,652,260800
Opportunity for Silva1762,1200,434,477400
Opportunity for Allen1162,550,268,134000
Opportunity for Wilkerson513,100,1541,138690
Opportunity for Ward1356,550,563,281500
Opportunity for Warner1943,800,327,196200
Opportunity for Dixon1438,550,419,209500
Opportunity for Phillips797,550,601,300500
Opportunity for Wade966,550,176,88000
Opportunity for Anderson1059,1000,362,307700
Opportunity for Farmer932,2000,958,1532800
Opportunity for Briggs291,50,192,7680
Opportunity for Fields1927,600,1986,794400
Opportunity for Elliott511,600,1591,636400
Opportunity for Flowers1192,1600,1755,2457000
Opportunity for Phillips797,1200,828,910800
Opportunity for Logan385,1200,1182,1300200
Opportunity for Simpson729,300,130,26000
Opportunity for Holt1880,2000,521,833600
Opportunity for Tate1737,300,83,16600
Opportunity for Underwood1745,550,1207,603500
Opportunity for Cannon4,550,424,212000
Opportunity for Gordon748,550,1646,823000
Opportunity for Waters1188,1000,635,539750
Opportunity for Bowen1885,550,630,315000
Opportunity for Butler114,1400,347,433750
Opportunity for Chandler1913,650,852,426000
Opportunity for Farmer712,300,110,22000
Opportunity for Boyd1179,1200,1835,2018500
Opportunity for Edwards1901,800,1626,975600
Opportunity for Jacobs1642,1600,1829,2560600
Opportunity for Higgins1229,450,867,195075
Opportunity for Fleming1809,550,1592,796000
Opportunity for Mendoza1637,50,1617,64680
Opportunity for Guzman1265,800,1912,1147200
Opportunity for Johnston1953,150,1457,174840
Opportunity for Gross993,300,529,105800
Opportunity for Duncan873,1400,1291,1613750
Opportunity for Cooper408,50,197,7880
Opportunity for Rodriquez1153,60,204,10200
Opportunity for Thomas843,600,369,147600
Opportunity for Conner594,1200,1677,1844700
Opportunity for Williamson906,300,74,14800
Opportunity for Moody1453,1200,933,1026300
Opportunity for Ortiz1732,100,566,50940
Opportunity for Love1426,100,778,70020
Opportunity for Warner1943,1200,676,743600
Opportunity for Warren1615,2000,1611,2577600
Opportunity for Gibbs1874,1600,476,666400
Opportunity for Hart1416,550,585,292500
Opportunity for Adams708,450,1198,269550
Opportunity for Palmer1272,150,1571,188520
Opportunity for Andrews1792,1600,685,959000
Opportunity for Luna1331,1200,919,1010900
Opportunity for Butler582,600,562,224800
Opportunity for Vasquez1191,550,1254,627000
Opportunity for Zimmerman1763,2000,1689,2702400
Opportunity for Phillips1889,60,792,39600
Opportunity for Harrington682,1000,1468,1247800
Opportunity for Mann762,550,1124,562000
Opportunity for Hill1448,40,105,3675
Opportunity for Hughes705,1200,1317,1448700
Opportunity for Barnett990,2000,1391,2225600
Opportunity for Powell769,100,1520,136800
Opportunity for Frazier1010,60,542,27100
Opportunity for Neal272,500,122,61000
Opportunity for Larson1945,600,420,168000
Opportunity for Mathis1864,1000,1992,1693200
Opportunity for Freeman588,500,796,398000
Opportunity for Estrada781,300,1919,383800
Opportunity for Christensen1429,600,1138,455200
Opportunity for Rios179,50,1881,75240
Opportunity for Todd1747,650,1695,847500
Opportunity for Poole1972,1400,1372,1715000
Opportunity for Butler33,1600,1179,1650600
Opportunity for Harrington1580,500,943,471500
Opportunity for Martin1417,450,1388,312300
Opportunity for Harrington682,150,159,19080
Opportunity for Ruiz1499,550,65,32500
Opportunity for Ray262,300,590,118000
Opportunity for Brock1290,450,817,183825
Opportunity for Johnson751,40,470,16450
Opportunity for Long1689,50,1652,66080
Opportunity for Jensen1771,500,869,434500
Opportunity for Hawkins1574,550,1170,585000
Opportunity for Gomez694,300,1911,382200
Opportunity for Freeman268,650,1310,655000
Opportunity for Vasquez1131,550,567,283500
Opportunity for Morgan713,1400,1192,1490000
Opportunity for Moran1815,40,750,26250
Opportunity for Patton1278,1400,1739,2173750
Opportunity for Wilkins1129,1000,1651,1403350
Opportunity for Francis1063,150,76,9120
Opportunity for Cook1988,500,1478,739000
Opportunity for Woods586,1600,1082,1514800
Opportunity for Johnston1675,150,1958,234960
Opportunity for Hart1416,600,1781,712400
Opportunity for Hamilton810,1400,447,558750
Opportunity for Gray19,50,1454,58160
Opportunity for Robertson1367,1000,471,400350
Opportunity for Thomas535,1400,286,357500
Opportunity for Rice134,2000,98,156800
Opportunity for Reese570,1600,1389,1944600
Opportunity for Pierce248,450,1547,348075
Opportunity for Stevens518,150,1384,166080
Opportunity for Carr509,150,397,47640
Opportunity for Martin1212,1400,311,388750
Opportunity for Haynes693,150,947,113640
Opportunity for Patton185,550,1531,765500
Opportunity for Edwards146,300,1070,214000
Opportunity for Hodges1437,800,1292,775200
Opportunity for Evans911,50,755,30200
Opportunity for Brown672,650,541,270500
Opportunity for West206,150,142,17040
Opportunity for Gray95,50,1877,75080
Opportunity for Miller1524,800,562,337200
Opportunity for Jimenez961,600,488,195200
Opportunity for Swanson1515,60,239,11950
Opportunity for Fletcher332,450,1393,313425
Opportunity for Logan599,150,828,99360
Opportunity for Clarke523,60,1887,94350
Opportunity for Garner484,1200,1730,1903000
Opportunity for Black908,300,825,165000
Opportunity for Burgess1578,450,681,153225
Opportunity for Johnson1707,550,215,107500
Opportunity for Potter50,150,1174,140880
Opportunity for Sharp1833,300,1637,327400
Opportunity for Morgan93,800,798,478800
Opportunity for Willis82,50,1546,61840
Opportunity for Moss1820,150,1503,180360
Opportunity for Blair652,450,255,57375
Opportunity for Mendoza841,650,1110,555000
Opportunity for Chandler1613,650,438,219000
Opportunity for Oliver1545,1600,118,165200
Opportunity for Perkins1062,150,990,118800
Opportunity for Abbott1184,1400,1445,1806250
Opportunity for Abbott124,100,553,49770
Opportunity for Clarke523,60,149,7450
Opportunity for Sullivan1473,100,1387,124830
Opportunity for Harper1267,650,344,172000
Opportunity for Salazar632,100,1684,151560
Opportunity for Lucas1989,600,453,181200
Opportunity for Silva498,550,1777,888500
Opportunity for Quinn1529,550,1963,981500
Opportunity for Robinson1951,100,1506,135540
Opportunity for Butler33,1400,1614,2017500
Opportunity for Barnes1852,1000,1924,1635400
Opportunity for Fuller347,50,217,8680
Opportunity for Schwartz628,50,1805,72200
Opportunity for Parker1715,150,1601,192120
Opportunity for Porter1965,600,1836,734400
Opportunity for Harrison791,60,1485,74250
Opportunity for Lamb445,800,1540,924000
Opportunity for Coleman975,1600,967,1353800
Opportunity for Medina832,600,1603,641200
Opportunity for Bowman1929,1000,1100,935000
Opportunity for Ray724,50,47,1880
Opportunity for Gordon872,150,76,9120
Opportunity for Miles1826,550,159,79500
Opportunity for Nunez37,60,1325,66250
Opportunity for Walsh1918,60,534,26700
Opportunity for Ramsey26,550,617,308500
Opportunity for Garner484,60,838,41900
Opportunity for Ward1697,1200,1292,1421200
Opportunity for Blair931,60,1484,74200
Opportunity for Wilkins1535,50,1668,66720
Opportunity for Nguyen1759,2000,828,1324800
Opportunity for Morales81,150,459,55080
Opportunity for Moody784,450,69,15525
Opportunity for Knight140,650,838,419000
Opportunity for Ryan1277,60,367,18350
Opportunity for Santiago1026,1400,1621,2026250
Opportunity for Fields1423,60,1020,51000
Opportunity for Fletcher1758,1400,1300,1625000
Opportunity for Swanson1282,50,1222,48880
Opportunity for Garner484,50,1541,61640
Opportunity for Nunez37,300,736,147200
Opportunity for Bates1547,800,638,382800
Opportunity for Bryant952,1600,102,142800
Opportunity for Paul1992,550,372,186000
Opportunity for Moreno1923,600,730,292000
Opportunity for Roberts1847,800,1580,948000
Opportunity for McKenzie881,300,14,2800
Opportunity for Wise361,1600,1104,1545600
Opportunity for Bass32,2000,1012,1619200
Opportunity for Baldwin443,800,1031,618600
Opportunity for Dennis1374,1600,1132,1584800
Opportunity for Burns308,50,362,14480
Opportunity for Abbott636,50,326,13040
Opportunity for Elliott511,40,1233,43155
Opportunity for Howard1588,50,1648,65920
Opportunity for Cobb538,150,1705,204600
Opportunity for McCormick1712,150,34,4080
Opportunity for Hughes679,1200,588,646800
Opportunity for Hudson1686,1600,797,1115800
Opportunity for George1585,300,78,15600
Opportunity for Simmons1250,600,1535,614000
Opportunity for Steele1680,600,315,126000
Opportunity for Reynolds428,1200,973,1070300
Opportunity for Hart1061,300,703,140600
Opportunity for Armstrong702,1200,1198,1317800
Opportunity for Hardy1238,50,1923,76920
Opportunity for Pierce304,2000,158,252800
Opportunity for Quinn1529,50,832,33280
Opportunity for Stone749,1400,693,866250
Opportunity for Long1689,60,16,800
Opportunity for Knight140,1000,1727,1467950
Opportunity for Mathis783,50,1699,67960
Opportunity for Jenkins1139,50,1744,69760
Opportunity for Smith731,300,1237,247400
Opportunity for Stevenson1289,1600,1018,1425200
Opportunity for Carr1904,1400,1623,2028750
Opportunity for Allison963,500,883,441500
Opportunity for Henderson565,60,1714,85700
Opportunity for Black902,550,681,340500
Opportunity for Chavez1552,800,1494,896400
Opportunity for Ford168,50,1046,41840
Opportunity for McCormick1998,150,435,52200
Opportunity for Bryant359,1200,1800,1980000
Opportunity for Turner1591,500,799,399500
Opportunity for Jackson1454,1000,1572,1336200
Opportunity for Burgess1578,60,1254,62700
Opportunity for Blair931,550,280,140000
Opportunity for Cruz1306,550,1080,540000
Opportunity for Stewart876,40,1660,58100
Opportunity for Vega1255,50,1249,49960
Opportunity for Montgomery1103,650,1279,639500
Opportunity for Thomas535,450,1454,327150
Opportunity for Hernandez874,550,119,59500
Opportunity for McBride215,500,909,454500
Opportunity for Stone749,60,1091,54550
Opportunity for Poole1554,550,324,162000
Opportunity for Tyler313,100,617,55530
Opportunity for Manning704,1000,1658,1409300
Opportunity for Adams708,2000,491,785600
Opportunity for Sandoval1557,800,1854,1112400
Opportunity for Burns1830,450,1736,390600
Opportunity for Simon1538,60,253,12650
Opportunity for Mann1985,50,912,36480
Opportunity for Ingram622,1600,1885,2639000
Opportunity for Pittman483,50,1240,49600
Opportunity for Mendoza161,100,1520,136800
Opportunity for Thornton637,800,636,381600
Opportunity for Swanson1717,550,1766,883000
Opportunity for Holt1880,150,644,77280
Opportunity for Gomez694,50,1750,70000
Opportunity for Wells18,150,1952,234240
Opportunity for Christensen1921,450,350,78750
Opportunity for Vega1434,550,1319,659500
Opportunity for Cole1563,650,1203,601500
Opportunity for Lowe661,60,1779,88950
Opportunity for Howard453,60,1657,82850
Opportunity for Cross303,500,997,498500
Opportunity for Gordon852,300,277,55400
Opportunity for Willis864,1400,99,123750
Opportunity for Craig710,100,1801,162090
Opportunity for Barnett1692,150,848,101760
Opportunity for Estrada781,60,1089,54450
Opportunity for Kelley1312,2000,608,972800
Opportunity for Wilkins1372,50,108,4320
Opportunity for Potter1867,550,1018,509000
Opportunity for Hoffman1096,2000,1533,2452800
Opportunity for Holloway1459,150,717,86040
Opportunity for Powell825,150,1921,230520
Opportunity for McBride960,50,1577,63080
Opportunity for McCormick1712,40,1516,53060
Opportunity for Miles1826,1400,65,81250
Opportunity for Buchanan500,800,707,424200
Opportunity for Douglas198,150,66,7920
Opportunity for McBride960,1400,161,201250
Opportunity for Mack545,500,1077,538500
Opportunity for Peters242,1200,1143,1257300
Opportunity for Waters780,2000,564,902400
Opportunity for Perez1775,1000,890,756500
Opportunity for Hernandez882,550,56,28000
Opportunity for Fletcher438,650,1697,848500
Opportunity for Beck451,1400,1121,1401250
Opportunity for Chandler755,800,1282,769200
Opportunity for Gill530,1000,1320,1122000
Opportunity for Ball1234,60,962,48100
Opportunity for Hunter869,1000,1371,1165350
Opportunity for Brock1290,60,1175,58750
Opportunity for Bryan1264,50,1253,50120
Opportunity for Atkins860,650,1433,716500
Opportunity for Gray95,60,1179,58950
Opportunity for Henry479,60,1615,80750
Opportunity for Briggs291,1600,827,1157800
Opportunity for Gordon1919,450,1803,405675
Opportunity for Glover1146,550,917,458500
Opportunity for Daniel349,50,1607,64280
Opportunity for Wong544,1400,1907,2383750
Opportunity for Todd1205,300,116,23200
Opportunity for Ellis192,800,1326,795600
Opportunity for Washington1383,1600,69,96600
Opportunity for Guzman129,450,530,119250
Opportunity for Campbell1583,1000,540,459000
Opportunity for Simon366,50,1890,75600
Opportunity for Horton207,60,1387,69350
Opportunity for Woods586,150,1760,211200
Opportunity for Nelson1089,150,1741,208920
Opportunity for Ortiz1732,550,1816,908000
Opportunity for Manning2,150,1379,165480
Opportunity for Webb1586,800,386,231600
Opportunity for Gomez345,600,1727,690800
Opportunity for Roberson540,1000,811,689350
Opportunity for Mann753,1600,78,109200
Opportunity for Reese570,450,307,69075
Opportunity for Bush143,800,1920,1152000
Opportunity for Cunningham175,1200,915,1006500
Opportunity for Barnett990,550,1038,519000
Opportunity for Johnson854,1000,601,510850
